move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
681,power-trip,dark,20.0,10,100.0,0,physical,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.","Power is higher the more the user’s stats have been raised, to a maximum of 31×."
889,rage-fist,ghost,50.0,10,100.0,0,physical,,
682,burn-up,fire,130.0,5,100.0,0,special,"Inflicts regular damage.  Removes the user’s fire type after damage calculation.  If the user is not fire-type, this move will fail.",Removes the user’s fire type after inflicting damage.
833,raging-fury,fire,120.0,10,100.0,0,physical,,
245,extreme-speed,normal,80.0,5,100.0,2,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
442,iron-head,steel,80.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
170,mind-reader,normal,,5,,0,status,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton pass.",Ensures that the user’s next move will hit the target.
301,ice-ball,ice,30.0,20,90.0,0,physical,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power.","Power doubles every turn this move is used in succession after the first, resetting after five turns."
509,circle-throw,fighting,60.0,10,90.0,-6,physical,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",Ends wild battles.  Forces trainers to switch Pokémon.
663,darkest-lariat,dark,85.0,10,100.0,0,physical,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",Ignores the target’s stat modifiers.
811,coaching,fighting,,10,,0,status,Inflicts regular damage.,Inflicts regular damage with no additional effect.
112,barrier,psychic,,20,,0,status,Raises the user’s Defense by two stages.,Raises the user’s Defense by two stages.
375,psycho-shift,psychic,,10,100.0,0,status,"If the user has a major status effect and the target does not, the user’s status is transferred to the target.",Transfers the user’s major status effect to the target.
379,power-trick,psychic,,10,,0,status,"The user’s original Attack and Defense are swapped.

This effect is passed on by baton pass.",User swaps Attack and Defense.
385,guard-swap,psychic,,10,,0,status,User swaps its Defense and Special Defense modifiers with the target.,User swaps Defense and Special Defense changes with the target.
433,trick-room,psychic,,5,,-7,status,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.","For five turns, slower Pokémon will act before faster Pokémon."
470,guard-split,psychic,,10,,0,status,Averages the user’s unmodified Defense with the target’s unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,Averages Defense and Special Defense with the target.
678,psychic-terrain,psychic,,10,,0,status,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move’s power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",Protects Pokémon on the ground from priority moves and increases the power of their  Psychic moves by 50%.
105,recover,normal,,5,,0,status,Heals the user for half its max HP.,Heals the user by half its max HP.
134,kinesis,psychic,,15,80.0,0,status,Lowers the target’s accuracy by one stage.,Lowers the target’s accuracy by one stage.
357,miracle-eye,psychic,,40,,0,status,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it’s Dark."
427,psycho-cut,psychic,70.0,20,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
27,rolling-kick,fighting,60.0,15,85.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
183,mach-punch,fighting,40.0,30,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
233,vital-throw,fighting,70.0,10,,-1,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
418,bullet-punch,steel,40.0,30,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
458,double-hit,normal,35.0,10,90.0,0,physical,Inflicts regular damage.  Hits twice in one turn.,Hits twice in one turn.
484,heavy-slam,steel,,10,100.0,0,physical,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.

User’s weight                    | Power
-------------------------------- | ----:
Up to 2× the target’s weight     |    40
Up to 3× the target’s weight     |    60
Up to 4× the target’s weight     |    80
Up to 5× the target’s weight     |   100
More than 5× the target’s weight |   120
","Power is higher when the user weighs more than the target, up to a maximum of 120."
378,wring-out,normal,,5,100.0,0,special,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.","Power increases against targets with more HP remaining, up to a maximum of 121 power."
348,leaf-blade,grass,90.0,15,100.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
536,leaf-tornado,grass,65.0,10,90.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Has a $effect_chance% chance to lower the target’s accuracy by one stage.
62,aurora-beam,ice,65.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Attack by one stage.,Has a $effect_chance% chance to lower the target’s Attack by one stage.
132,constrict,normal,10.0,35,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
151,acid-armor,poison,,20,,0,status,Raises the user’s Defense by two stages.,Raises the user’s Defense by two stages.
367,acupressure,normal,,30,,0,status,"Raises one of the target’s stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.

If the target has a substitute, this move will have no effect, even if the user is the target.

This move cannot be copied by mirror move.",Raises one of a friendly Pokémon’s stats at random by two stages.
